"SAMPLEID","StationCode","SiteDate","PerSampID","RepNum","COUNT","BC_1.r","BC_2.r","BC_3.r","BC_4.r","BC_5.r","TROPHIC_1.r","TROPHIC_2.r","TROPHIC_3.r","TROPHIC_4.r","TROPHIC_5.r","TROPHIC_6.r","TROPHIC_7.r","SAP_1.r","SAP_2.r","SAP_3.r","SAP_4.r","SAP_5.r","PT_1.r","PT_2.r","PT_3.r","PT_4.r","PT_5.r","O_1.r","O_2.r","O_3.r","O_4.r","O_5.r","SALINITY_1.r","SALINITY_2.r","SALINITY_3.r","SALINITY_4.r","Bahls_1.r","Bahls_2.r","Bahls_3.r","LOW_P.r","HIGH_P.r","LOW_N.r","HIGH_N.r","BENTHIC_HABIT.r","SESTONIC_HABIT.r","N_FIXER.r","NON_N_FIXER.r","NON_MOTILE.r","WEAKLY_MOTILE.r","SLIGHTLY_MOTILE.r","MODERATELY_MOTILE.r","HIGHLY_MOTILE.r","VERY_SMALL.r","SMALL.r","MEDIUM.r","BIG.r","VERY_BIG.r","ACHNANTHIDIUM.r","ACHNANTHIDIAE.r","BACILLARIACEAE.r","NAVICULA.r","STALKED.r","ADNATE.r","HIGHLY_MOTILE.1.r","ARAPHID.r","CENTRIC.r"
"312_0","WB0324","WB0324_2009_8_25",312,0,1,3,3,8,16,9,0,0,2,3,20,3,4,1,10,11,7,2,5,5,3,5,3,6,5,10,4,1,1,26,6,2,6,8,6,6,15,5,24,40,3,0,43,7,3,12,13,8,8,21,5,3,0,2,6,7,5,7,8,17,5,2
"313_0","WB0323","WB0323_2009_8_26",313,0,1,3,6,14,20,4,1,0,2,5,18,1,9,3,18,12,3,1,3,3,2,10,3,12,9,10,3,0,1,34,5,1,5,8,15,8,12,11,17,50,1,1,50,7,2,13,19,10,11,17,13,3,0,2,4,11,8,5,6,25,6,1
"313_1","WB0323","WB0323_2009_8_26_Rep",313,1,1,6,12,20,25,10,1,3,3,12,28,3,8,9,28,17,4,2,4,4,4,10,8,17,15,16,4,0,5,50,7,2,5,14,21,8,17,13,24,68,4,1,71,15,2,12,25,18,12,27,16,6,0,1,4,17,10,8,6,37,12,3
"314_0","WB0322","WB0322_2009_8_27",314,0,1,4,10,18,21,11,0,0,3,11,25,2,8,4,27,15,5,2,4,4,3,9,8,13,14,14,4,1,1,45,7,2,5,11,15,7,16,12,24,61,3,1,63,14,2,14,20,14,16,24,12,6,0,2,6,16,8,7,7,29,12,2
"315_0","WB0321","WB0321_2009_8_28",315,0,1,10,6,16,16,6,2,1,1,11,19,1,8,6,22,7,4,1,3,3,0,9,7,10,15,7,3,1,4,38,6,0,3,7,17,6,8,10,17,53,2,3,52,12,2,13,18,10,11,24,11,6,0,1,7,9,6,7,8,23,10,2
"316_0","SR0062","SR0062_2009_9_2",316,0,1,2,8,12,20,3,0,1,0,10,19,2,5,4,18,9,2,1,2,2,4,9,3,7,11,10,2,0,1,32,5,1,2,11,15,6,11,8,19,43,2,2,43,10,1,7,17,10,9,19,9,8,0,1,4,6,8,4,6,22,8,2
"317_0","SR0063","SR0063_2009_9_3",317,0,1,4,6,16,14,6,1,0,1,8,16,2,7,2,22,4,5,1,3,1,1,9,4,6,14,7,2,1,3,31,5,0,4,9,12,6,10,8,18,44,2,3,43,9,2,10,14,11,12,19,7,4,0,1,5,10,6,3,6,23,7,2
"318_0","SRI2","SRI2_2009_9_14",318,0,1,3,5,14,18,3,1,2,2,8,15,1,5,0,21,10,2,1,1,3,1,8,5,10,9,10,1,0,1,32,3,0,1,12,13,6,10,10,15,43,0,3,40,5,3,7,19,9,4,20,13,3,0,1,3,9,7,4,5,25,5,0
"319_0","SR3","SR3_2009_9_15",319,0,1,6,6,4,4,3,1,2,2,1,6,1,3,4,6,4,1,1,1,2,0,3,1,8,1,3,1,0,3,15,1,0,2,2,9,9,5,12,8,23,1,0,24,6,4,3,7,4,8,10,3,2,1,1,3,4,0,5,3,7,6,0
"319_1","SR3","SR3_2009_9_15_Rep",319,1,1,3,6,6,5,1,0,1,2,2,8,0,3,2,7,4,0,0,0,3,0,5,1,5,3,4,0,0,1,15,1,0,1,3,11,8,3,11,6,20,2,1,21,5,2,4,9,2,3,10,4,3,1,1,1,2,1,6,3,6,4,1
"320_0","SR2","SR2_2009_9_16",320,0,1,5,8,10,15,7,1,2,3,6,14,1,8,4,18,8,1,1,1,3,0,8,3,11,9,7,0,0,1,32,3,0,2,6,15,10,7,13,14,43,2,0,45,12,2,10,12,9,12,20,8,1,1,2,4,8,7,3,6,19,11,1
"321_0","WB0325","WB0325_2009_9_17",321,0,1,2,8,10,9,7,0,2,1,4,12,1,5,1,12,5,5,1,3,2,1,5,3,6,8,5,2,1,2,22,4,1,4,8,9,7,8,7,12,36,1,2,35,5,3,5,12,12,4,15,8,2,0,1,2,12,5,3,4,20,4,1
"322_0","SR0059","SR0059_2009_9_21",322,0,1,1,5,11,14,4,0,2,2,5,12,1,7,3,13,8,4,1,2,2,2,7,3,5,11,8,1,1,2,25,3,0,2,9,9,6,9,6,18,34,2,0,36,4,3,6,16,7,5,19,6,3,0,1,3,7,6,6,4,17,2,2
"323_0","SR0064","SR0064_2009_9_28",323,0,1,9,11,18,22,10,4,4,4,9,21,2,12,11,27,13,6,1,4,4,3,6,5,17,17,14,3,1,9,48,4,1,7,16,21,8,15,11,21,68,4,1,71,13,4,17,21,17,15,24,15,5,2,1,6,14,10,9,5,35,10,3
"324_0","SR0065","SR0065_2009_9_29",324,0,1,5,11,16,13,10,2,5,2,7,16,2,8,4,18,11,7,1,5,3,3,4,5,11,9,12,3,1,5,37,4,0,8,16,12,9,16,12,17,55,4,4,55,12,3,8,22,14,10,24,10,4,0,1,2,14,8,7,3,30,10,2
"325_0","SR0066","SR0066_2009_9_30",325,0,1,4,8,18,9,8,1,2,2,8,17,2,5,2,22,5,4,2,3,1,1,8,7,11,10,5,2,1,2,29,4,2,3,6,12,8,9,9,16,46,2,1,47,9,3,9,16,11,9,21,6,5,0,1,1,12,5,11,3,24,8,1
"326_0","WB3","WB3_2009_10_15",326,0,1,0,7,9,11,5,0,1,0,5,10,2,5,1,14,6,3,1,3,1,1,5,2,7,9,5,1,0,2,25,1,0,3,5,12,5,5,8,12,32,0,2,30,4,2,5,14,7,7,10,7,5,0,1,2,7,6,3,4,16,4,0
"327_0","WB0328","WB0328_2009_8_17",327,0,1,1,6,4,12,6,1,0,2,4,10,2,4,3,10,6,7,1,6,3,1,4,1,6,7,4,6,0,1,23,3,0,9,7,6,4,10,5,15,28,1,0,29,1,2,9,11,6,11,10,5,2,0,1,3,4,4,3,3,14,0,1
"328_0","WB0302","WB0302_2009_8_17",328,0,1,1,7,9,15,4,2,0,1,1,17,2,6,1,12,8,6,1,5,4,0,7,1,4,8,8,4,0,1,25,4,0,6,7,10,4,9,8,16,37,2,1,38,7,2,11,13,6,10,14,7,3,0,1,3,4,7,3,5,16,5,2
"329_0","WB0303","WB0303_2009_8_18",329,0,1,1,5,5,13,5,1,0,1,1,14,2,5,0,8,9,8,1,5,5,0,4,1,3,4,9,6,0,1,23,3,0,8,7,5,4,10,6,15,29,1,0,30,4,3,7,9,7,9,13,3,3,0,1,3,5,5,2,4,14,3,1
"330_0","WB0307","WB0307_2009_8_18",330,0,1,1,5,11,16,7,1,0,1,4,18,3,6,1,15,9,7,1,5,4,0,8,1,4,10,7,6,0,0,31,4,0,7,7,13,4,12,8,19,38,2,1,39,7,3,9,13,8,9,17,9,3,0,1,3,6,7,4,4,20,6,1
"331_0","WB0309","WB0309_2009_8_18",331,0,1,1,3,8,16,8,1,0,1,3,16,2,5,0,14,7,7,1,5,3,0,7,3,5,9,6,6,0,2,28,2,0,8,6,10,4,11,5,19,35,0,0,35,3,3,8,12,9,8,15,7,3,0,1,3,6,5,4,4,19,3,0
"332_0","WB0311","WB0311_2009_8_18",332,0,1,0,6,8,14,7,0,1,1,2,16,2,4,1,12,9,5,1,4,5,0,7,4,6,6,9,4,0,1,25,3,0,5,8,8,5,9,7,16,33,1,0,34,3,3,9,10,9,7,16,5,4,0,1,3,8,7,4,4,20,2,1
"333_0","MRC11","MRC11_2009_9_1",333,0,1,3,7,4,8,1,1,0,3,2,7,0,3,3,9,2,3,0,2,1,0,4,2,6,4,2,3,0,1,18,0,0,4,3,7,7,3,9,6,24,1,0,25,2,2,7,10,4,7,9,5,1,0,3,3,3,2,5,4,10,2,0
"334_0","MRC22","MRC22_2009_9_3",334,0,1,2,8,4,1,1,1,1,2,1,2,1,3,4,5,1,0,1,1,0,0,2,2,7,0,1,0,0,1,11,1,0,1,1,6,7,2,8,3,16,1,0,17,3,2,4,5,3,7,8,2,0,0,3,3,3,1,2,4,6,3,0
"334_1","MRC22","MRC22_2009_9_3_Rep",334,1,1,2,6,7,8,2,1,0,4,2,7,1,4,3,9,3,1,1,1,0,0,4,3,8,3,3,1,0,1,18,0,0,2,2,10,8,3,10,7,25,1,0,26,5,2,5,12,2,7,11,4,3,0,2,2,3,5,4,3,12,5,0
"335_0","MRW0168","MRW0168_2009_9_8",335,0,1,2,8,12,11,4,0,2,4,3,16,1,4,4,17,6,2,1,3,3,0,7,3,9,8,6,2,0,2,24,4,0,2,8,12,6,7,10,15,37,0,2,35,3,2,7,16,9,3,18,7,7,0,1,3,8,5,10,5,17,3,0
"336_0","MRW61","MRW61_2009_9_9",336,0,1,1,10,11,15,5,1,0,6,2,15,2,7,3,12,9,5,1,4,3,1,5,2,6,8,7,4,0,3,26,4,0,4,7,15,8,10,10,15,43,1,1,43,5,2,9,20,8,11,17,11,2,0,2,4,7,7,9,6,17,5,0
"337_0","MRW60","MRW60_2009_9_10",337,0,1,2,8,9,7,3,1,0,3,2,7,1,4,3,10,3,1,1,2,1,0,4,1,5,5,2,1,0,3,16,1,0,2,5,13,8,5,10,7,30,1,0,31,2,2,6,14,7,8,11,8,1,0,3,3,7,3,10,4,11,2,0
"338_0","MRWI27","MRWI27_2009_9_10",338,0,1,4,9,11,14,6,2,1,3,3,18,2,8,4,15,8,5,1,3,5,0,5,2,10,7,8,3,1,5,26,4,0,4,7,15,9,11,12,17,41,3,0,44,11,2,6,17,8,7,22,9,4,0,1,3,7,4,14,4,14,9,2
"338_1","MRWI27","MRWI27_2009_9_10_Rep",338,1,1,3,8,10,17,5,0,1,1,6,16,3,6,4,14,8,2,1,2,3,1,5,1,8,6,7,2,0,1,29,3,0,5,8,16,10,11,13,14,41,3,0,44,9,2,5,17,11,9,19,8,2,0,1,2,10,5,10,3,18,7,2
"339_0","MRE18","MRE18_2009_9_15",339,0,1,7,8,19,20,10,1,3,4,5,23,2,11,6,23,11,4,1,4,5,0,8,4,14,13,12,2,0,4,40,3,1,6,9,21,10,12,13,19,64,2,0,66,10,3,13,25,15,11,25,15,6,0,2,5,13,10,15,7,29,9,1
"340_0","WB0327","WB0327_2009_9_17",340,0,1,4,5,9,18,8,1,0,1,1,23,1,4,2,16,7,3,1,4,2,0,7,4,8,8,6,4,0,2,25,6,0,6,8,11,5,17,8,16,44,0,3,41,2,2,11,18,11,7,15,14,2,0,1,1,8,10,6,3,29,2,0
"341_0","NGP3","NGP3_2009_9_21",341,0,1,5,7,12,15,5,2,3,2,5,16,1,7,6,16,7,4,1,2,2,2,5,4,15,7,8,2,0,2,31,5,1,4,8,10,9,12,9,19,48,0,0,48,8,3,7,19,11,9,18,11,3,0,2,3,12,4,7,4,26,8,0
"342_0","MRE0026","MRE0026_2009_9_22",342,0,1,4,10,14,17,5,2,2,2,6,14,3,10,6,15,11,3,2,2,2,1,4,5,15,5,11,2,0,1,32,7,2,2,11,11,9,13,10,16,55,1,0,56,9,2,8,25,12,11,21,12,1,0,2,3,14,10,7,4,32,8,1
"343_0","MRC24","MRC24_2009_10_15",343,0,1,3,13,12,14,5,1,0,3,7,13,1,7,2,18,7,3,1,2,1,1,6,6,10,8,7,2,0,2,30,3,0,3,7,15,11,6,13,14,46,2,1,47,7,3,11,21,6,12,17,10,3,1,2,3,6,6,11,5,21,6,1
"344_0","WB0326","WB0326_2009_10_22",344,0,1,1,2,9,12,3,1,1,1,1,13,0,3,1,11,5,4,0,2,1,0,7,2,4,6,7,2,0,0,18,4,0,3,4,8,4,9,3,16,28,0,0,28,0,3,8,11,6,5,15,5,1,0,2,3,5,4,6,5,15,0,0
"345_0","MRW0186","MRW0186_2010_7_13",345,0,1,2,10,8,13,3,2,1,4,1,14,1,5,3,17,7,4,0,3,3,0,8,2,9,10,7,2,0,4,25,3,0,5,8,11,6,8,7,15,35,0,0,36,5,2,13,8,8,8,17,8,1,0,2,4,6,3,5,6,14,5,0
"346_0","WB0358","WB0358_2010_7_20",346,0,1,1,5,11,9,6,1,1,1,4,11,2,4,1,11,6,3,1,3,2,1,5,2,7,6,5,1,0,1,22,3,0,3,10,9,5,8,6,11,32,1,2,31,3,1,7,14,8,6,12,7,4,0,1,2,9,6,5,2,20,2,1
"347_0","WB0368","WB0368_2010_7_27",347,0,1,3,7,4,2,2,2,0,2,0,6,1,4,2,5,5,1,0,1,3,0,2,2,6,2,4,0,0,3,11,2,0,2,4,6,7,3,8,4,18,1,0,19,6,1,4,5,3,5,8,4,0,0,1,2,3,0,3,2,4,6,0
"348_0","WB0370","WB0370_2010_7_28",348,0,1,3,9,10,18,7,2,1,4,5,16,1,9,3,19,10,5,0,4,6,1,6,3,9,9,10,4,0,3,32,4,0,5,10,16,7,11,11,18,47,2,1,48,11,2,8,17,11,8,20,12,5,0,1,3,10,9,6,4,23,10,1
"349_0","WB0369","WB0369_2010_7_29",349,0,1,1,7,15,17,8,2,1,4,4,19,1,5,3,19,10,5,0,4,6,0,8,6,10,11,9,5,0,4,29,7,1,5,12,13,7,12,9,17,47,1,1,47,6,2,12,13,15,10,15,11,4,1,1,3,12,6,4,5,25,5,1
"350_0","WB0366","WB0366_2010_8_3",350,0,1,1,1,9,17,9,1,0,3,3,16,2,3,3,11,8,5,1,4,3,0,6,2,5,5,6,5,1,1,19,8,1,5,11,10,4,15,5,17,36,3,0,39,3,3,8,18,7,7,15,11,3,0,2,2,5,13,6,4,24,0,3
"351_0","WB0359","WB0359_2010_8_10",351,0,1,3,5,10,17,10,3,1,3,4,18,1,4,5,17,8,2,1,2,4,1,7,4,11,6,9,3,0,6,29,2,1,4,9,14,8,9,7,16,45,0,0,44,4,3,12,16,10,10,21,8,4,0,1,5,8,9,6,6,25,4,0
"351_1","WB0359","WB0359_2010_8_10_Rep",351,1,1,1,4,11,18,8,1,0,3,3,18,1,5,2,17,7,5,1,4,3,1,8,5,8,8,7,5,0,5,26,3,2,5,9,11,6,9,6,17,43,0,0,43,5,3,10,17,8,6,21,11,3,0,1,4,7,10,7,6,23,5,0
"352_0","WB0361","WB0361_2010_8_11",352,0,1,0,9,7,14,6,2,1,1,2,13,1,5,1,13,8,3,0,2,3,0,7,2,5,7,7,3,0,4,23,3,0,4,8,13,6,7,7,14,39,0,0,39,3,3,10,17,6,11,14,8,3,0,3,4,5,11,4,5,20,3,0
"353_0","MRW0180","MRW0180_2010_8_18",353,0,1,0,5,5,4,3,1,1,2,0,6,1,2,2,6,4,2,0,2,2,0,3,1,5,2,3,1,0,2,12,1,0,3,1,7,4,5,5,7,19,0,0,19,0,2,6,8,3,6,8,3,0,0,1,2,3,0,6,3,5,0,0
"354_0","WB0371","WB0371_2010_8_24",354,0,1,2,9,12,16,6,1,2,2,5,16,1,6,2,19,8,4,1,2,2,0,8,5,10,9,9,1,1,2,31,4,0,2,9,16,6,11,10,15,43,1,4,40,5,3,9,16,11,8,16,10,4,0,1,3,12,4,4,5,23,4,1
"355_0","WB0363","WB0363_2010_8_31",355,0,1,0,7,11,12,8,1,1,2,0,18,1,6,2,11,9,5,1,4,3,1,6,3,8,4,9,5,0,2,20,5,1,6,8,7,7,14,8,17,38,0,0,38,5,3,6,17,7,7,16,10,1,0,1,2,7,9,6,4,21,5,0
"356_0","WB0365","WB0365_2010_9_1",356,0,1,3,6,13,17,6,1,1,3,5,18,1,4,4,14,9,2,1,3,3,2,7,2,8,7,7,3,0,2,25,6,2,4,12,10,8,14,8,15,45,1,2,44,7,1,8,17,13,9,19,9,2,2,1,2,11,8,6,4,25,7,0
"356_1","WB0365","WB0365_2010_9_1_Rep",356,1,1,4,5,7,16,6,1,0,1,4,17,1,5,0,14,11,2,1,2,3,2,6,1,4,7,7,3,1,0,24,5,1,4,11,9,4,13,8,16,38,1,4,35,7,0,6,13,13,5,16,9,2,0,1,1,14,7,3,1,25,6,1
"357_0","WB0364","WB0364_2010_9_2",357,0,1,3,3,8,7,1,0,0,2,1,11,1,3,1,11,5,0,1,1,1,0,7,1,7,5,6,0,0,2,14,2,0,1,6,9,3,6,6,7,24,0,2,22,2,2,4,11,5,3,8,8,3,0,1,1,6,6,2,3,15,2,0
"358_0","MRW0182","MRW0182_2010_9_8",358,0,1,3,9,13,14,7,2,2,2,4,17,1,6,3,19,9,2,1,2,2,1,8,2,9,10,9,1,0,2,31,5,0,4,12,14,5,9,10,14,49,0,3,46,6,2,11,17,13,8,18,10,4,0,1,4,13,7,5,6,25,6,0
"359_0","WB0357","WB0357_2010_9_14",359,0,1,0,6,11,8,4,1,1,3,2,13,1,3,3,14,4,2,0,1,2,1,6,2,8,7,4,0,0,3,21,1,0,2,5,14,7,7,7,11,31,0,1,30,3,2,8,11,7,5,12,9,0,0,1,2,7,3,9,3,13,3,0
"360_0","MRW0185","MRW0185_2010_9_15",360,0,1,3,12,13,14,5,2,1,2,3,16,1,7,2,19,9,4,0,3,4,0,6,6,9,9,10,2,0,2,28,5,0,4,10,12,6,8,11,14,48,1,2,47,6,2,10,18,13,6,20,10,4,0,1,3,12,9,7,5,25,6,0
"361_0","MRW0184","MRW0184_2010_9_16",361,0,1,4,9,18,11,4,2,1,4,6,13,1,7,5,19,7,2,1,2,3,0,7,4,14,6,8,1,0,6,29,2,0,3,7,17,9,6,12,13,45,2,0,47,10,3,8,16,10,10,17,11,3,0,2,4,9,7,10,5,21,9,1
"362_0","WB0356","WB0356_2010_9_23",362,0,1,3,4,9,10,7,1,3,0,5,13,2,2,4,15,5,3,1,3,2,1,8,4,5,11,4,2,0,2,24,3,0,3,9,10,4,8,6,13,35,1,3,33,4,2,7,12,11,7,13,6,4,0,1,1,10,7,4,3,22,3,1
"363_0","MRW0181","MRW0181_2010_9_29",363,0,1,2,10,12,12,8,2,2,2,2,13,3,6,3,16,10,3,1,3,3,1,5,3,10,6,8,1,0,3,33,1,0,4,9,12,5,7,10,13,42,3,1,44,8,2,11,15,9,11,20,7,3,0,1,5,9,7,5,5,20,5,3
"363_1","MRW0181","MRW0181_2010_9_29_Rep",363,1,1,6,9,14,13,8,4,1,4,3,13,2,7,6,16,11,4,1,3,4,1,6,3,13,5,9,2,1,6,32,4,0,4,9,13,7,10,10,16,47,5,0,52,10,2,8,17,15,12,24,7,3,1,1,4,13,9,6,4,27,6,4
"364_0","MRW0183","MRW0183_2010_9_30",364,0,1,5,7,13,14,7,2,1,4,3,14,2,5,4,15,9,3,0,2,3,1,5,4,11,6,10,1,0,6,28,2,0,3,9,13,8,6,10,13,44,2,1,45,4,2,9,23,8,5,22,11,2,1,1,4,7,10,10,5,25,3,1
"365_0","WB0367","WB0367_2010_10_6",365,0,1,2,7,11,20,10,0,1,0,3,22,2,7,0,17,15,3,2,2,5,2,9,6,7,9,11,3,1,1,29,5,2,3,10,12,6,18,6,23,50,2,1,51,5,2,6,20,19,3,21,11,1,0,1,2,19,8,7,4,34,4,1
"366_0","WB0362","WB0362_2010_10_5",366,0,1,2,2,12,20,10,1,0,0,2,21,3,8,2,17,13,5,2,3,7,0,9,4,6,9,13,4,1,2,31,5,3,4,12,13,4,13,5,20,45,2,0,47,5,2,10,12,18,7,17,12,4,0,1,3,15,8,4,5,29,3,2
"367_0","WB0372","WB0372_2010_10_12",367,0,1,0,5,7,12,9,0,1,3,1,13,1,3,2,9,9,2,2,2,3,1,3,2,3,3,10,2,1,0,15,8,3,4,8,4,3,12,3,14,32,2,0,34,6,1,2,10,15,3,13,5,2,2,2,2,13,6,0,3,24,5,1
"368_0","WB0373","WB0373_2010_10_13",368,0,1,1,2,5,6,4,0,0,0,0,7,0,2,1,5,3,1,0,1,1,1,3,1,1,1,4,2,0,0,7,4,1,2,4,2,1,6,2,6,21,0,0,21,2,1,5,5,8,4,7,1,1,1,2,4,6,5,1,5,14,2,0
"369_0","WB0374","WB0374_2010_10_19",369,0,1,6,8,15,15,10,1,3,2,8,16,2,7,2,18,11,3,2,2,4,2,7,3,11,10,8,3,1,2,30,8,2,3,14,13,7,13,9,15,54,3,4,53,8,1,6,24,18,10,17,12,3,0,1,2,18,9,3,3,36,6,2
"370_0","WB0375","WB0375_2010_10_20",370,0,1,4,11,15,17,9,0,3,2,7,20,1,8,7,17,11,5,1,4,6,2,7,5,13,11,11,6,0,3,32,8,2,5,12,13,10,17,12,19,60,0,3,57,5,2,8,22,23,9,19,12,5,1,2,4,17,6,6,6,40,5,0
"371_0","WB0360","WB0360_2010_10_26",371,0,1,3,7,9,14,9,1,2,1,3,19,2,4,0,15,11,5,1,3,3,2,6,6,5,10,9,4,1,3,23,7,3,5,13,9,10,12,10,17,43,1,3,41,4,3,9,11,17,5,15,8,6,0,2,4,14,7,3,6,29,3,1
"372_0","WB0317","WB0317_2010_7_26",372,0,1,2,7,5,11,7,1,1,0,3,16,1,3,2,9,9,2,1,2,5,0,5,2,6,5,5,3,1,2,16,6,1,3,10,7,5,13,6,13,32,1,0,33,6,0,4,11,12,4,16,8,0,0,2,2,10,7,5,2,19,5,1
"373_0","WB0316","WB0316_2010_7_27",373,0,1,2,6,8,13,6,2,0,1,3,12,2,3,2,10,8,3,1,3,2,1,6,1,5,7,5,3,1,1,18,4,1,4,11,8,4,12,5,13,35,2,2,35,3,1,6,15,12,8,15,7,1,0,3,3,12,6,3,4,23,1,2
"374_0","WB0315","WB0315_2010_7_28",374,0,1,4,8,16,26,8,2,0,3,7,25,1,8,1,22,16,4,1,3,5,4,9,4,10,9,12,5,1,4,36,10,3,5,18,15,6,18,10,23,65,3,2,66,11,2,9,29,17,9,27,17,7,0,2,4,14,17,5,6,40,8,3
"375_0","WB0314","WB0314_2010_7_29",375,0,1,3,4,9,11,5,2,1,1,4,11,2,5,2,13,6,4,1,4,1,2,5,4,6,8,6,2,0,1,27,1,0,4,10,10,5,7,7,11,34,0,3,31,2,3,8,15,6,5,14,9,2,0,1,2,6,4,5,4,17,2,0
"376_0","SR0060","SR0060_2010_7_29",376,0,1,4,9,8,6,0,0,3,2,2,10,0,5,3,8,5,2,0,1,3,0,3,1,9,2,6,1,0,2,19,1,0,1,3,10,9,3,12,7,30,2,1,31,9,2,5,13,3,3,17,6,0,1,1,4,3,0,8,6,7,8,1
"377_0","WB0352","WB0352_2010_8_10",377,0,1,2,3,14,13,3,1,0,1,2,15,2,5,1,17,5,3,1,3,1,0,8,3,6,9,7,1,0,1,22,4,0,3,7,11,4,11,6,16,37,0,2,35,2,2,9,16,8,6,15,9,1,0,1,2,10,6,6,4,23,2,0
"378_0","SR0069","SR0069_2010_8_17",378,0,1,1,5,10,16,8,0,1,1,3,19,1,5,1,15,10,3,1,2,3,2,5,4,7,7,8,3,1,2,23,6,1,2,11,8,3,12,5,16,39,1,2,38,3,2,3,15,17,2,16,8,4,0,0,1,14,8,4,3,29,2,1
"379_0","WB0353","WB0353_2010_8_19",379,0,1,1,5,16,22,5,1,3,1,6,22,1,5,1,23,8,7,0,4,5,0,9,4,8,16,9,4,1,4,35,5,0,5,11,16,6,10,7,18,49,3,2,50,6,2,10,19,15,6,24,8,5,1,1,3,13,9,7,5,29,4,2
"380_0","WB0324","WB0324_2010_8_30",380,0,1,2,5,10,18,10,1,1,1,5,18,2,7,0,16,11,6,1,4,3,3,8,3,7,8,9,4,1,1,33,5,0,7,9,10,6,14,8,22,45,1,0,46,7,3,12,15,9,11,23,8,1,0,2,3,7,8,6,5,22,6,1
"381_0","WB0323","WB0323_2010_8_31",381,0,1,4,7,13,20,5,2,0,4,6,18,1,7,1,23,8,4,1,4,2,1,8,4,13,8,7,4,0,3,33,4,0,6,6,14,7,9,9,16,49,0,1,48,7,2,12,18,10,10,23,11,2,0,3,5,10,9,6,7,24,7,0
"381_1","WB0323","WB0323_2010_8_31_Rep",381,1,1,4,2,10,16,6,1,1,2,3,17,2,4,2,14,6,6,1,5,1,2,9,3,5,8,6,4,1,1,26,6,0,6,5,11,5,11,5,18,38,1,0,39,5,2,12,11,9,6,20,7,2,0,1,4,8,7,4,6,19,4,1
"382_0","WB0322","WB0322_2010_9_1",382,0,1,7,9,19,22,7,3,0,2,8,20,4,8,3,23,11,4,2,5,3,1,9,3,11,13,8,5,0,4,38,6,4,8,9,18,8,13,11,19,65,1,2,64,7,3,18,26,12,13,25,16,6,0,3,7,11,11,9,9,31,6,1
"383_0","WB0321","WB0321_2010_9_2",383,0,1,6,4,18,14,6,0,0,1,7,18,2,7,1,22,8,3,1,2,2,2,11,4,8,12,8,2,1,2,30,7,1,3,9,13,5,12,8,16,48,2,3,47,10,2,9,16,13,8,21,10,3,0,1,4,12,5,6,6,25,8,2
"384_0","WB0354","WB0354_2010_9_9",384,0,1,2,8,13,19,10,1,1,0,7,20,4,6,2,18,13,6,1,4,4,2,9,1,8,11,10,5,1,2,32,8,1,5,11,12,3,18,6,24,49,4,1,52,11,2,8,16,16,9,28,9,2,0,1,3,13,7,6,5,27,7,4
"385_0","SR0068","SR0068_2010_9_20",385,0,1,6,7,12,22,6,0,1,1,7,17,1,9,1,22,8,6,0,3,2,2,8,8,9,13,9,3,1,1,36,3,0,3,12,16,7,13,12,17,51,2,4,49,7,3,8,21,14,9,19,10,5,3,1,2,11,10,4,4,32,5,2
"385_1","SR0068","SR0068_2010_9_20_Rep",385,1,1,2,7,11,15,3,0,2,2,4,13,1,5,2,16,5,3,1,2,1,0,8,3,5,9,7,1,0,1,25,4,0,2,9,15,5,8,8,13,41,0,4,37,2,3,7,18,11,5,15,11,4,1,1,3,9,8,5,5,25,2,0
"386_0","WHP21","WHP21_2010_9_28",386,0,1,10,8,19,18,7,4,3,5,9,13,1,11,10,27,4,5,1,5,1,0,6,4,21,11,6,2,1,5,42,6,1,5,8,18,12,8,14,14,66,2,2,65,10,0,24,25,9,17,25,14,5,0,3,7,10,10,9,8,37,9,1
"387_0","WHP0053","WHP0053_2010_9_29",387,0,1,2,6,11,10,6,2,0,2,5,11,2,5,3,15,4,4,1,4,1,0,7,3,9,6,3,4,0,2,23,5,1,8,5,8,8,8,8,13,37,0,0,37,3,3,12,13,6,14,15,4,0,0,3,4,7,6,3,6,19,3,0
"388_0","SR0067","SR0067_2010_10_4",388,0,1,6,7,15,14,7,1,3,4,5,17,3,7,4,20,7,6,2,4,4,0,6,6,5,15,9,2,1,5,33,3,1,4,11,16,9,11,13,18,51,2,3,50,9,3,11,19,11,8,21,11,6,0,1,5,11,10,8,5,26,7,2
"389_0","WB0355","WB0355_2010_10_5",389,0,1,3,3,15,13,2,1,1,2,3,12,1,4,3,16,3,1,0,1,0,0,8,4,6,9,5,0,0,4,22,3,0,1,6,15,4,8,5,15,38,1,1,38,4,2,8,17,8,7,14,6,5,1,1,3,6,5,6,4,21,2,2
"390_0","SR6","SR6_2010_10_6",390,0,1,4,4,9,1,0,2,1,2,1,3,0,4,3,7,1,1,0,1,0,0,2,2,10,0,1,1,0,3,12,0,0,1,1,6,8,2,9,2,16,2,0,18,5,2,3,8,0,5,6,5,0,1,1,2,0,0,7,2,3,4,1
